fpr,tpr,thresholds,auc,ews,scale
0.59,0.94,-0.2698412698412698,0.80835,Lag-1 AC,1.2
0.62,0.94,-0.3347985347985348,0.80835,Lag-1 AC,1.2
0.62,0.96,-0.3665445665445665,0.80835,Lag-1 AC,1.2
0.63,0.96,-0.3826617826617827,0.80835,Lag-1 AC,1.2
0.63,0.98,-0.3919413919413919,0.80835,Lag-1 AC,1.2
0.77,0.98,-0.5174603174603174,0.80835,Lag-1 AC,1.2
0.77,0.99,-0.5272283272283271,0.80835,Lag-1 AC,1.2
0.78,0.99,-0.5316239316239316,0.80835,Lag-1 AC,1.2
0.78,1.0,-0.5609279609279609,0.80835,Lag-1 AC,1.2
1.0,1.0,-0.8652014652014651,0.80835,Lag-1 AC,1.2
